@RELATION hs

@ATTRIBUTE sequence     string
@ATTRIBUTE incoming     NUMERIC
@ATTRIBUTE outgoing     NUMERIC
@ATTRIBUTE lifetime     NUMERIC
@ATTRIBUTE class        {HS-RP,Client-RP,noise}
@ATTRIBUTE inc_50     NUMERIC
@ATTRIBUTE out_50     NUMERIC
@DATA
-1+1-1+1-1+1-1+1+1+1-1+1-1,37066,1708,1194.54645896,noise,38,12
-1+1-1-1+1+1-1-1+1-1+1-1-1+1+1,33071,1324,538.594819069,noise,42,8
-1+1-1+1-1-1+1+1-1+1-1-1+1+1,4824,397,1229.72076488,noise,41,9
-1+1-1+1+1-1-1-1+1-1+1-1+1+1,915815,28354,1119.39418221,noise,41,9
-1+1-1+1-1+1-1+1+1-1+1,6325,376,1066.26186204,noise,45,5
-1+1-1-1-1+1-1+1-1+1+1-1-1+1+1,2879,164,792.427335024,noise,35,15
-1+1+1-1+1+1-1+1-1+1-1-1+1,17826,1168,2601.85406113,noise,42,8
-1+1-1+1+1-1+1-1+1+1-1-1+1,8182,610,802.653739929,noise,43,7
-1+1-1-1+1-1+1-1-1+1-1-1+1,5441,228,129.221198082,noise,35,15
-1+1-1-1-1+1-1-1+1-1-1+1+1-1+1+1,21023,1467,617.76978898,noise,45,5
-1+1-1+1-1+1+1-1-1+1-1+1,4343,249,119.962409973,noise,41,9
-1+1+1-1+1+1-1+1-1+1-1-1+1,16848,1111,861.573799849,noise,35,15
-1+1-1+1-1+1+1-1-1+1-1+1,2777,260,2495.8610971,noise,40,10
-1+1-1+1-1+1-1-1+1-1+1,1017,99,744.713828087,noise,42,8
-1+1+1-1+1+1+1-1+1-1+1-1-1-1+1,106,9,7.53832888603,noise,45,5
-1+1-1+1-1-1+1+1-1+1+1+1-1+1,878,105,2153.14005899,noise,45,5
-1+1-1+1-1-1+1-1+1+1-1+1+1,56162,2682,686.125112057,noise,41,9
-1+1-1+1-1+1-1+1-1+1+1,11041,919,722.559581995,noise,41,9
-1+1-1-1+1-1-1+1-1-1+1-1+1+1,33880,1957,947.450606823,noise,45,5
-1+1-1+1-1+1-1-1+1+1-1+1-1,27598,1605,903.298643112,noise,45,5
-1+1+1-1+1-1+1-1+1+1-1-1+1,28600,2226,1197.80496693,noise,43,7
-1+1-1-1+1+1-1+1+1-1+1-1+1,5337,511,1392.88701797,noise,43,7
-1+1-1-1+1-1+1+1-1-1+1-1+1+1,15496,1320,1471.71764708,noise,45,5
-1+1-1-1+1-1+1-1+1+1-1-1+1,406,35,47.4961409569,noise,37,13
-1+1-1+1-1+1+1-1+1-1+1,2392,205,3557.3862381,noise,32,18
-1+1-1+1+1-1+1+1-1+1-1+1,12223,1231,722.391638041,noise,36,14
-1+1-1-1-1+1-1+1-1+1+1-1-1+1+1,7433,509,210.73327589,noise,41,9
-1+1-1+1-1+1-1+1-1+1,24149,1290,1952.75028682,noise,38,12
-1+1-1+1+1-1+1+1-1+1-1+1+1,11693,1057,915.677197933,noise,29,21
-1+1-1+1-1+1-1+1-1+1,68450,3377,1204.16848111,noise,34,16
-1+1-1-1+1-1-1+1-1-1+1+1-1+1+1,52458,2720,1818.6384871,noise,36,14
-1+1-1-1+1+1-1+1+1-1+1+1-1-1+1,17771,1130,302.624664068,noise,41,9
-1+1-1-1+1+1-1+1-1+1-1-1+1+1,3183,207,595.901603937,noise,38,12
-1+1-1+1-1+1+1-1+1-1+1,19451,1668,1159.18399692,noise,37,13
-1+1-1+1-1+1-1-1+1-1-1+1+1,21779,1870,1807.88479304,noise,45,5
-1+1-1+1-1+1+1-1-1+1-1+1,3352,186,1760.15461612,noise,40,10
-1+1-1-1+1-1+1-1+1+1-1+1,19724,1398,634.730149984,noise,35,15
-1+1-1+1-1+1+1-1+1+1-1+1-1,9368,511,346.108105898,noise,33,17
-1+1-1+1-1+1+1-1+1+1-1-1+1,12995,864,663.17786479,noise,41,9
-1+1-1+1-1+1-1-1+1-1+1+1,18502,937,866.238687038,noise,39,11
-1+1-1+1+1-1+1-1-1+1-1+1-1,17885,1195,1879.38116789,noise,37,13
-1+1-1+1+1-1+1-1+1-1+1,6452,686,539.771896124,noise,35,15
-1+1-1+1+1-1+1-1+1-1+1-1,16973,884,3914.69029713,noise,42,8
-1+1-1-1+1+1-1+1+1-1-1+1-1+1,19558,911,1189.17944288,noise,42,8
-1+1-1+1-1-1+1-1+1-1+1,10570,611,2421.45398998,noise,37,13
-1+1-1+1-1+1+1-1+1+1-1+1,6339,508,606.190330982,noise,36,14
-1+1-1-1+1-1+1-1+1-1-1+1,3779,191,430.022795916,noise,41,9
-1+1-1+1-1+1-1+1+1-1+1+1,6105,726,288.442939043,noise,30,20
-1+1-1+1-1+1+1-1+1-1-1+1,21486,1376,621.10671401,noise,41,9
-1+1-1+1-1+1+1-1-1+1-1+1,30150,2396,1220.02350807,noise,36,14
-1+1-1+1+1-1+1+1-1+1-1+1,2430,282,1256.64807606,noise,41,9
-1+1-1+1-1+1-1+1-1-1+1,21496,942,1506.94981313,noise,41,9
-1+1+1-1-1+1-1+1-1+1-1+1,82234,3558,642.33661294,noise,34,16
-1+1-1-1+1-1+1-1+1+1+1-1-1+1-1,1889,87,114.904223919,noise,35,15
-1+1-1+1+1-1-1+1-1+1-1-1+1,38842,2460,1997.27223682,noise,31,19
-1+1+1-1+1-1+1+1-1-1+1-1-1+1,58,47,24.9327459335,noise,26,24
-1+1-1+1-1+1-1+1-1+1,9615,1121,580.996993065,noise,42,8
-1+1-1-1+1-1+1-1+1-1+1,14958,1488,1267.63888884,noise,41,9
-1+1+1-1+1-1+1-1+1-1+1,18010,1622,2563.85620379,noise,45,5
-1+1-1-1+1-1-1+1-1+1-1+1-1,7814,692,759.752033949,noise,41,9
-1+1+1-1+1-1+1+1-1-1+1-1+1,36883,1727,1925.25388098,noise,42,8
-1+1-1+1+1-1+1+1-1+1-1+1,8888,500,1707.02358794,noise,45,5
-1+1-1+1-1+1+1-1+1-1+1,42411,2271,604.055781126,noise,33,17
-1+1-1+1-1+1-1+1-1-1+1,8,9,68.1581978798,noise,8,9
-1+1-1-1+1-1+1-1+1+1-1+1+1,10376,986,736.323627949,noise,45,5
-1+1+1-1-1+1-1+1-1+1+1-1+1+1,11241,907,654.900511026,noise,34,16
-1+1-1+1+1-1+1+1-1+1-1+1+1-1,46373,2095,756.885126114,noise,41,9
-1+1-1+1-1+1-1+1-1+1,27557,1101,1313.69004297,noise,38,12
-1+1-1-1-1+1-1-1+1-1+1-1-1+1+1,10350,861,690.197418928,noise,39,11
-1+1-1+1-1+1+1+1-1+1+1-1+1+1,11739,885,585.827636957,noise,27,23
-1+1-1-1+1-1+1-1+1-1+1+1,30668,1830,1039.515728,noise,45,5
-1+1-1+1+1-1+1-1+1-1-1+1-1,1420,134,4113.18427896,noise,43,7
-1+1-1+1+1-1-1+1-1-1+1-1+1,5154,448,181.323153973,noise,38,12
-1+1-1-1+1+1-1+1-1-1+1-1+1,1289,147,768.182203054,noise,39,11
-1+1-1+1-1-1+1-1+1+1-1+1-1,15438,921,602.346405029,noise,45,5
-1+1+1-1+1+1-1+1-1+1+1-1+1+1,6,8,49.1294469833,noise,6,8
-1+1-1+1+1-1+1+1+1-1+1-1+1+1,18135,1253,598.25180006,noise,42,8
-1+1-1+1-1+1-1+1-1+1,47374,2427,1219.55596089,noise,41,9
-1+1-1+1+1-1+1-1+1-1-1+1,23168,1901,1192.98642182,noise,44,6
-1+1-1+1-1+1-1-1+1+1-1+1,12811,1082,1184.74555206,noise,36,14
-1+1-1-1+1+1-1+1+1-1+1-1+1-1,2283,214,122.132687092,noise,38,12
-1+1-1-1+1+1-1+1+1+1-1+1-1+1+1,7333,586,1692.75085783,noise,44,6
-1+1-1+1-1-1+1-1-1+1-1-1+1+1,5169,258,1091.56577706,noise,42,8
-1+1-1+1+1-1+1-1+1-1+1-1,19957,1342,640.179742098,noise,45,5
-1+1-1+1+1-1+1-1+1+1-1-1+1,22318,1842,1201.33738899,noise,41,9
-1+1-1+1-1+1-1+1-1+1+1,695,80,594.239849091,noise,37,13
-1+1-1+1+1-1+1+1-1+1-1+1,7473,712,3923.12318206,noise,38,12
-1+1-1+1+1-1+1-1-1+1-1-1+1-1,6104,466,118.756767988,noise,37,13
-1+1-1-1+1-1+1-1-1+1-1-1+1,12154,771,556.9871099,noise,40,10
-1+1+1-1+1+1-1+1-1+1-1-1+1,863,61,37.420165062,noise,41,9
-1+1-1+1-1-1-1+1-1-1+1-1+1+1,27756,1929,612.559328794,noise,43,7
-1+1-1-1+1-1+1-1-1+1-1+1,15966,1600,414.056497097,noise,40,10
-1+1+1-1+1-1-1+1-1+1-1-1+1+1,6823,600,3528.59649992,noise,40,10
-1+1-1+1-1+1-1+1+1-1+1,17501,1549,618.495981216,noise,41,9
-1+1-1-1+1-1-1+1-1+1+1-1+1,2693,253,200.047451019,noise,45,5
-1+1-1+1-1+1-1+1-1+1-1,35085,2083,765.593438864,noise,36,14
-1+1-1+1-1+1-1-1+1+1-1+1,9251,758,2024.47386408,noise,41,9
-1+1+1-1-1+1-1+1-1+1-1+1+1,16638,1084,1891.85350513,noise,42,8
-1+1-1+1+1-1+1-1+1-1+1,9033,825,918.691050053,noise,41,9
-1+1-1+1+1-1+1-1+1-1+1-1,2905,208,105.358458996,noise,41,9
-1+1-1+1-1+1+1-1+1+1-1-1+1,43407,1723,626.864066124,noise,45,5
-1+1+1-1+1+1-1+1-1+1-1+1-1,22171,1509,714.965523958,noise,37,13
-1+1-1+1-1-1+1+1-1+1+1-1+1,17220,1069,3549.18366599,noise,39,11
-1+1-1+1-1+1-1+1-1-1-1+1+1,10647,745,588.290730953,noise,44,6
-1+1-1+1+1-1-1+1-1+1-1+1-1,13794,1171,799.047705889,noise,42,8
-1+1-1+1-1-1+1-1+1+1-1+1,534,43,76.6019999981,noise,40,10
-1+1-1+1-1+1-1+1-1+1,8051,597,606.697481871,noise,42,8
-1+1-1+1-1+1-1+1-1+1,17720,1856,812.61151886,noise,31,19
-1+1-1-1+1+1-1+1-1+1-1+1,475,59,393.096289873,noise,43,7
-1+1-1+1+1-1+1-1+1-1+1+1,10263,813,442.719043016,noise,43,7
-1+1-1+1+1-1-1+1-1+1-1+1,149,16,275.520469904,noise,41,9
-1+1-1-1+1-1+1+1-1+1-1-1+1,5921,539,1062.82800007,noise,40,10
-1+1-1+1+1-1+1-1-1+1-1+1+1-1,9825,597,1135.67221498,noise,39,11
-1+1+1-1+1+1-1+1+1-1+1-1+1,10569,469,743.916569948,noise,37,13
-1+1-1-1+1-1+1-1+1-1+1+1+1,12666,1268,905.554298878,noise,36,14
-1+1-1-1+1-1+1+1-1-1+1-1+1,33626,2025,1446.41051292,noise,45,5
-1+1-1-1-1+1-1-1+1-1+1+1-1-1+1,153,45,78.0469789505,noise,38,12
-1+1-1-1+1-1-1+1-1+1-1-1+1+1,16437,1006,383.135017872,noise,39,11
-1+1-1-1+1+1-1+1-1+1+1-1+1+1,3631,241,220.952327013,noise,28,22
-1+1-1-1+1-1-1+1-1+1-1+1,19,18,1222.76325893,noise,19,18
-1+1-1+1-1-1+1-1+1+1-1+1,16382,1305,863.060878992,noise,41,9
-1+1+1-1+1-1-1+1-1-1-1+1+1-1+1,39370,2698,664.538976908,noise,37,13
-1+1-1-1+1-1-1+1+1-1-1+1-1+1,107,19,1693.44884801,noise,45,5
-1+1-1+1-1+1-1+1+1-1+1,61399,2565,1661.02921319,noise,31,19
-1+1-1+1-1+1-1+1+1-1+1+1-1,7494,578,432.044732094,noise,27,23
-1+1-1+1+1+1-1+1-1+1-1+1,71020,2640,1541.11010313,noise,39,11
-1+1+1-1+1-1+1-1+1+1-1+1-1,11934,719,371.888496876,noise,42,8
-1+1-1+1-1-1+1-1+1+1+1-1+1,2989,174,859.641038895,noise,45,5
-1+1-1-1+1-1+1-1+1-1+1+1-1,336,34,1878.45212889,noise,40,10
-1+1-1-1+1-1-1+1-1+1-1+1,6471,373,670.219568014,noise,36,14
-1+1-1-1+1+1-1-1+1-1+1-1+1-1,36176,2293,611.520128965,noise,41,9
-1+1-1+1-1+1+1-1+1-1+1,389,157,2078.30794311,noise,29,21
-1+1+1-1+1-1+1-1+1-1-1+1,23306,1386,2318.14314508,noise,34,16
-1+1-1-1+1-1+1-1-1+1-1+1,10902,657,632.842787027,noise,45,5
-1+1-1+1-1+1-1+1+1-1+1+1,830,133,682.525388956,noise,32,18
-1+1-1-1+1-1+1-1+1+1-1+1+1,76306,3647,1303.18312383,noise,36,14
-1+1-1-1+1-1+1-1+1+1-1+1+1-1,40843,2146,1587.37540984,noise,31,19
-1+1-1-1+1-1+1-1+1-1-1-1+1,808,86,2142.60457301,noise,43,7
-1+1+1-1+1-1+1-1+1-1-1+1,26025,1576,651.3492589,noise,44,6
-1+1-1-1+1-1+1+1-1+1-1-1-1+1,19346,1791,986.946683884,noise,45,5
-1+1-1+1-1+1-1+1+1-1+1,56256,2097,721.673358917,noise,45,5
-1+1-1+1+1-1+1-1+1+1-1-1+1,11289,783,833.569491148,noise,33,17
-1+1-1+1-1+1-1-1+1-1+1,8098,611,1145.40562916,noise,41,9
-1+1-1-1+1+1-1+1-1+1-1+1+1,14691,1180,634.983249187,noise,32,18
-1+1-1-1+1-1+1-1+1-1+1,15712,783,418.124972105,noise,40,10
-1+1-1+1-1-1+1-1+1-1+1,61502,1959,1057.788239,noise,42,8
-1+1-1+1-1+1+1-1+1-1+1+1,6001,583,838.59424901,noise,42,8
-1+1-1+1+1-1+1-1-1+1+1-1+1,28,8,2428.79716396,noise,28,8
-1+1-1+1-1-1+1-1+1-1+1,19070,1336,708.067692995,noise,45,5
-1+1-1+1-1-1+1-1+1-1+1,13653,863,645.863768816,noise,41,9
-1+1-1+1-1+1-1+1-1-1+1,20047,1399,973.346798897,noise,42,8
-1+1+1-1-1+1-1+1+1-1+1-1-1+1,221,24,589.57871604,noise,41,9
-1+1-1-1+1-1+1+1-1+1-1-1+1,19611,1884,655.78730917,noise,44,6
-1+1-1+1+1-1+1+1-1+1-1+1+1+1,5193,229,38.6182460785,noise,41,9
-1+1-1+1-1+1+1-1+1-1+1+1,8279,772,711.704425097,noise,41,9
-1+1-1-1+1-1+1-1-1+1-1+1,33871,1658,1200.59688902,noise,41,9
-1+1+1-1+1-1-1+1-1+1-1+1+1+1,20014,1245,690.59524703,noise,41,9
-1+1+1-1+1+1-1+1-1+1-1-1+1+1,799,87,220.376914978,noise,41,9
-1+1-1+1-1+1-1+1-1-1+1,13384,1027,352.182932138,noise,41,9
-1+1-1+1-1+1-1+1+1-1+1,29880,1511,617.616440058,noise,45,5
-1+1-1+1+1-1+1-1-1+1-1+1,20969,1831,1510.82510996,noise,41,9
-1+1-1+1+1-1+1-1+1-1+1-1,18309,1178,730.393200874,noise,39,11
-1+1-1-1+1-1-1+1-1+1+1-1+1,15757,1000,2111.46531606,noise,45,5
-1+1-1+1-1+1+1-1+1-1-1+1,270,24,218.473885775,noise,44,6
-1+1-1+1-1+1-1+1-1+1,5,6,34.4605031013,noise,5,6
-1+1-1-1+1-1-1+1-1+1-1-1+1-1,5509,608,623.549587011,noise,41,9
-1+1+1-1+1-1+1-1+1-1+1,1015,56,84.965749979,noise,41,9
-1+1-1+1-1-1+1-1-1+1-1-1+1+1,8305,875,1619.02992201,noise,25,25
-1+1-1+1-1+1-1-1+1-1+1+1,5225,515,2026.24969411,noise,41,9
-1+1-1-1+1-1+1-1-1+1-1-1+1,44757,2241,2692.61031294,noise,37,13
-1+1-1-1-1+1+1-1+1-1+1-1+1-1,15251,696,134.353346109,noise,35,15
-1+1-1-1+1+1-1+1+1-1+1-1+1,1449,67,23.8344779015,noise,39,11
-1+1-1+1-1+1-1-1+1-1+1+1,13461,1383,605.360388041,noise,40,10
-1+1-1-1+1-1+1-1+1+1-1-1+1,5653,531,1542.19123197,noise,35,15
-1+1-1-1+1+1-1+1-1+1+1-1+1-1,24532,1385,2131.4968791,noise,42,8
-1+1-1-1+1-1+1-1-1+1+1-1-1+1,16198,975,1464.725739,noise,41,9
-1+1-1+1-1-1+1+1-1-1+1-1-1+1+1,98,22,2408.13913798,noise,44,6
-1+1-1+1+1-1+1+1-1+1-1-1+1,236,16,1297.17124104,noise,41,9
-1+1-1+1-1-1+1+1-1+1-1+1+1,5593,339,967.228121996,noise,41,9
-1+1-1+1+1-1+1-1+1+1-1+1+1,21957,1503,1502.745749,noise,41,9
-1+1-1+1-1+1+1-1-1-1+1-1-1+1+1,2303,243,112.471440077,noise,41,9
-1+1-1+1-1+1-1+1-1+1+1,22122,1962,653.64509201,noise,45,5
-1+1+1-1+1-1+1-1-1+1-1+1+1,10887,1110,1210.5113709,noise,45,5
-1+1-1+1+1-1+1-1+1-1+1,51359,2605,1560.13295102,noise,45,5
-1+1-1-1+1+1-1+1-1+1+1-1-1+1,49812,2183,711.901612997,noise,41,9
-1+1-1-1+1-1+1+1-1+1-1-1-1+1,5326,350,687.943979979,noise,41,9
-1+1-1-1+1-1+1-1-1-1+1-1+1,16174,1700,2434.75236797,noise,33,17
-1+1-1+1-1-1+1-1-1+1+1-1-1+1,3801,445,1457.39522815,noise,37,13
-1+1-1+1-1+1+1-1+1-1+1,34710,2367,984.411361933,noise,38,12
-1+1-1-1+1+1-1+1+1-1+1-1-1+1+1,4017,293,320.415776014,noise,41,9
-1+1-1-1-1+1-1+1-1+1-1-1+1,31918,2144,574.821011066,noise,40,10
-1+1-1+1-1+1-1-1+1-1+1,1779,106,1375.1950841,noise,45,5
-1+1-1+1-1-1+1+1-1-1+1+1-1+1-1,4377,367,2431.52836609,noise,43,7
-1+1-1+1+1+1-1+1-1+1+1-1-1+1,18644,1508,861.697168112,noise,39,11
-1+1-1+1+1-1+1+1-1+1-1-1+1,2849,278,929.881911039,noise,40,10
-1+1+1-1+1-1+1-1+1-1+1,7535,589,3952.2090919,noise,37,13
-1+1-1+1-1-1+1-1-1-1+1-1-1+1,15607,1116,1530.94706893,noise,36,14
-1+1-1+1+1-1-1+1+1-1+1-1+1,26458,1735,705.967410088,noise,34,16
-1+1-1+1+1-1+1-1+1+1-1-1+1+1,24308,1697,611.374091148,noise,39,11
-1+1-1-1+1-1-1+1-1-1+1-1-1+1,1697,456,751.039831161,noise,31,19
-1+1-1-1+1-1+1-1-1+1-1+1+1,22731,1535,999.534477949,noise,39,11
-1+1-1+1-1-1+1+1-1+1+1-1+1,27960,2346,780.867258072,noise,41,9
-1+1-1-1+1-1+1+1-1-1+1-1+1-1,111006,4376,661.781377077,noise,36,14
-1+1-1+1+1-1-1+1-1-1+1-1-1+1,372,47,206.092238903,noise,37,13
-1+1+1-1+1-1+1+1-1+1+1-1+1+1,20842,1397,3177.20039415,noise,35,15
-1+1+1-1+1-1+1+1-1+1-1-1+1-1,21126,1763,1220.42027283,noise,41,9
-1+1-1+1+1-1+1-1+1-1+1-1,26647,1266,279.998889923,noise,45,5
-1+1-1+1+1-1+1-1+1-1-1-1+1,40508,2396,603.406075001,noise,44,6
-1+1-1+1-1+1-1+1-1+1+1,32,21,515.573065996,noise,30,20
-1+1-1+1+1-1-1-1+1-1+1-1-1+1,1503,110,122.219778061,noise,33,17
-1+1-1+1-1+1+1+1-1-1+1-1+1+1,19494,1471,729.339336872,noise,34,16
-1+1+1-1-1+1-1+1-1-1+1-1+1+1,25562,1767,804.651247978,noise,41,9
-1+1-1-1+1-1+1-1-1+1-1+1+1,1295,150,1269.32020187,noise,35,15
-1+1-1-1+1-1+1-1+1-1-1+1+1,3915,306,554.728003979,noise,41,9
-1+1+1-1+1+1-1+1-1+1-1+1,11445,972,1096.51409006,noise,37,13
-1+1+1-1+1-1+1-1-1+1-1+1,24472,1539,2404.57653999,noise,41,9
-1+1+1-1+1-1+1-1-1+1-1-1+1,12,13,115.283072948,noise,12,13
-1+1-1-1+1-1-1-1+1-1-1+1+1-1+1,15638,1270,665.438101053,noise,45,5
-1+1-1-1+1-1+1+1-1+1-1-1+1+1,14813,844,2365.37176991,noise,37,13
-1+1-1+1-1+1+1-1+1-1+1,7888,617,504.837524891,noise,27,23
-1+1+1-1+1-1+1+1-1+1-1-1+1,19444,1792,710.681018829,noise,25,25
-1+1+1-1+1-1+1-1+1+1-1+1+1,261,29,679.165194035,noise,40,10
-1+1-1+1+1-1+1-1-1+1-1-1+1,18352,946,1388.37550497,noise,34,16
-1+1+1-1+1-1-1+1-1+1-1+1,40565,1732,306.907005072,noise,36,14
-1+1-1+1+1-1+1+1-1+1-1-1+1+1,14565,965,1189.53461599,noise,32,18
-1+1-1+1-1-1+1-1+1-1+1,16559,799,617.34762907,noise,44,6
-1+1-1+1-1+1-1+1-1+1,2376,122,170.218037844,noise,42,8
-1+1-1+1-1+1-1+1+1-1+1+1,21812,1813,3913.96833992,noise,45,5
-1+1-1+1-1+1+1-1+1-1+1+1,39,6,1245.30591989,noise,39,6
-1+1-1+1+1-1+1-1+1-1+1+1,10207,683,1002.17420506,noise,45,5
-1+1-1+1+1-1+1-1+1-1+1+1,18680,819,602.745229006,noise,40,10
-1+1-1+1-1+1+1-1-1-1+1-1+1,8712,735,683.701678991,noise,41,9
-1+1-1-1+1+1+1-1+1-1+1-1+1,26820,1579,605.331140041,noise,42,8
-1+1-1+1-1+1+1-1+1-1+1,96744,3776,839.14823699,noise,45,5
-1+1-1+1-1+1-1+1-1+1+1-1,14301,1633,829.695206881,noise,41,9
-1+1-1+1-1+1-1-1+1-1+1,36093,2183,611.773590088,noise,25,25
-1+1-1-1+1-1+1-1+1+1-1+1+1,21917,1864,1487.73947597,noise,45,5
-1+1-1+1-1-1+1-1+1-1+1,33823,2177,2706.0813818,noise,37,13
-1+1-1+1-1+1+1-1+1-1+1+1-1,3573,308,2157.06721997,noise,45,5
-1+1-1+1-1-1+1+1-1+1+1-1+1,6563,644,1204.644979,noise,41,9
-1+1-1+1-1+1+1-1-1+1-1+1,610,76,1517.14709783,noise,33,17
-1+1-1-1+1-1-1+1-1+1-1+1-1,15604,907,1920.49820399,noise,43,7
-1+1-1+1-1+1-1+1-1-1+1,18941,1151,1514.35074997,noise,45,5
-1+1-1+1+1-1-1+1-1-1-1+1-1+1,26366,1450,1236.96255708,noise,33,17
-1+1-1+1-1+1-1+1-1+1+1,2055,178,1687.33666801,noise,40,10
-1+1-1+1-1-1+1+1-1+1-1-1+1,20767,1546,930.569053888,noise,45,5
-1+1-1-1+1-1+1+1-1+1-1+1+1,10928,777,3053.80442882,noise,36,14
-1+1-1+1-1-1+1-1+1-1+1+1,2845,357,614.171339035,noise,35,15
-1+1-1+1-1-1+1-1+1-1-1+1,29972,2304,603.118325949,noise,41,9
-1+1-1+1+1-1-1+1-1-1+1-1-1+1,26921,1508,1916.96870899,noise,42,8
-1+1-1+1-1-1+1+1-1+1-1-1+1,769,103,1954.44481182,noise,45,5
-1+1+1-1+1-1-1+1+1+1-1-1+1-1+1,377972,11370,741.340847015,noise,36,14
-1+1+1-1-1+1-1-1+1-1+1-1-1+1+1+1,5441,736,1037.31880999,noise,25,25
-1+1-1+1-1-1+1-1+1-1+1-1,60096,2702,689.446938992,noise,44,6
-1+1-1-1+1-1+1-1+1-1+1+1,9575,592,646.077522993,noise,41,9
-1+1-1+1+1+1-1+1-1+1+1-1+1+1,20013,1388,683.815744162,noise,41,9
-1+1-1-1+1-1-1+1-1+1-1+1,51114,2436,656.000830889,noise,36,14
-1+1-1-1+1+1-1-1-1+1-1-1+1-1+1,15756,2184,747.38447094,noise,41,9
-1+1-1+1-1+1-1-1+1-1+1,64709,3246,2830.8199811,noise,45,5
-1+1-1+1-1+1-1+1-1+1,4253,235,2624.97964406,noise,43,7
-1+1+1-1-1+1-1-1+1+1-1+1-1+1,16209,1328,624.889922142,noise,40,10
-1+1-1+1-1+1-1+1+1-1+1,26434,1379,609.182580948,noise,39,11
-1+1-1+1-1+1-1-1-1+1-1-1+1,4333,387,495.120141029,noise,41,9
-1+1-1+1-1+1-1-1-1+1-1+1,6246,401,169.829212904,noise,41,9
-1+1-1-1+1+1-1+1-1-1+1+1,4,5,19.3037919998,noise,4,5
-1+1-1+1-1+1+1-1+1-1-1+1,842,69,3556.34657478,noise,42,8
-1+1+1-1+1-1-1+1-1+1-1+1,3051,329,833.830122948,noise,45,5
-1+1-1+1-1+1-1+1-1+1,3413,221,855.282543898,noise,39,11
-1+1-1+1-1+1-1-1+1-1+1+1,2897,308,438.935141087,noise,25,25
-1+1-1+1-1+1-1-1-1+1-1+1,13896,990,3798.58039689,noise,42,8
-1+1-1-1+1-1-1+1+1-1+1-1+1+1,13823,1131,668.50688982,noise,42,8
-1+1+1-1-1+1-1+1+1-1+1-1+1,13026,1063,1398.33095312,noise,37,13
-1+1-1-1+1-1+1+1-1-1+1-1+1-1,11430,449,302.82187891,noise,45,5
-1+1-1+1-1+1-1+1+1-1+1+1-1,241,29,315.491548061,noise,45,5
-1+1-1+1-1-1+1-1-1+1-1+1+1,22676,1427,2573.704566,noise,43,7
-1+1-1-1+1+1+1-1+1+1-1+1-1-1+1,17522,1288,651.73556304,noise,34,16
-1+1-1+1+1-1+1-1+1+1-1+1,162,30,3580.14983201,noise,40,10
-1+1-1+1+1-1-1+1+1-1+1-1+1,18204,1078,1535.15837693,noise,40,10
-1+1-1+1-1+1-1-1+1-1+1+1,50500,2314,2746.53790998,noise,37,13
-1+1-1+1-1+1-1-1+1-1+1,12869,664,281.991459846,noise,40,10
-1+1-1+1-1+1-1+1-1+1+1,9061,472,826.94708395,noise,41,9
-1+1-1+1-1+1-1+1+1-1+1+1,9991,790,1519.58149695,noise,41,9
-1+1-1-1+1-1+1-1-1-1+1-1-1+1,52,9,624.689795971,noise,42,8
-1+1-1-1+1+1-1-1+1-1+1-1+1,10027,789,299.827075005,noise,37,13
-1+1+1-1+1-1+1-1-1+1-1-1+1,16267,1183,740.385598898,noise,45,5
-1+1+1-1+1-1+1-1+1+1-1+1,10302,818,647.572916985,noise,41,9
-1+1-1+1-1-1+1-1+1-1+1+1,48768,2797,1084.32942986,noise,37,13
-1+1-1+1+1-1+1-1-1+1-1+1-1,849,87,910.691617012,noise,45,5
-1+1-1-1+1-1+1+1-1+1-1-1+1-1,47009,2552,3942.89924097,noise,37,13
-1+1+1-1+1+1-1-1+1-1-1+1-1+1+1-1,19973,1338,1291.60905504,noise,41,9
-1+1-1+1-1-1+1-1+1+1-1-1+1+1,4209,223,274.652525902,noise,41,9
-1+1-1-1+1-1+1-1+1-1+1,10133,866,543.636610985,noise,45,5
-1+1-1-1-1+1-1-1+1-1+1+1-1+1,22601,1146,621.677047014,noise,41,9
-1+1-1+1-1+1-1+1-1-1+1+1,293,24,1001.82245898,noise,41,9
-1+1-1+1-1+1-1+1-1-1+1-1,32232,2520,1202.67068505,noise,45,5
-1+1-1-1+1-1+1-1+1-1+1+1,5530,557,740.989438057,noise,39,11
-1+1-1-1+1+1-1+1-1+1-1+1+1,23810,2118,708.808907986,noise,41,9
-1+1-1+1-1+1+1-1+1-1+1,16740,1159,645.803231001,noise,41,9
-1+1-1+1-1+1+1-1+1-1+1,19374,1074,588.483965874,noise,37,13
-1+1-1-1+1-1+1-1+1+1-1+1+1,16090,989,1208.52568984,noise,37,13
-1+1-1-1+1-1+1-1-1+1-1+1+1,31184,1584,3208.95845103,noise,42,8
-1+1-1+1-1-1+1-1-1+1-1-1+1,15871,1035,690.374110937,noise,41,9
-1+1-1+1-1-1+1-1-1-1+1-1+1,10525,681,212.523921013,noise,41,9
-1+1-1+1-1+1+1-1-1-1+1-1+1,1468,243,2050.46728206,noise,37,13
-1+1-1+1-1+1+1-1-1+1+1-1+1-1,27626,1807,693.005173922,noise,41,9
-1+1-1+1-1+1+1+1-1-1+1-1+1+1,10696,898,1766.78476501,noise,41,9
