@RELATION hs

@ATTRIBUTE sequence     string
@ATTRIBUTE incoming     NUMERIC
@ATTRIBUTE outgoing     NUMERIC
@ATTRIBUTE lifetime     NUMERIC
@ATTRIBUTE class        {HS-RP,Client-RP,noise}
@ATTRIBUTE inc_50     NUMERIC
@ATTRIBUTE out_50     NUMERIC
@DATA
 -1+1-1+1-1+1-1+1-1+1,13681,944,1547.74076986,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,22163,1036,560.862021923,noise,46,4
 -1+1-1+1-1+1-1+1-1-1,116306,4390,2047.155581,noise,42,8
 -1+1-1+1-1+1-1-1+1+1,4646,488,1599.63920712,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,45527,3314,605.529428959,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,40238,1994,617.333497047,noise,41,9
 -1+1-1+1-1+1-1+1+1-1,6818,637,369.862751961,noise,32,18
 -1+1-1+1-1+1-1+1+1+1,22834,1114,1696.98431683,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,870,31,951.075166941,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,71577,3248,985.511271,noise,42,8
 -1+1-1+1-1+1-1+1-1-1,47715,2468,604.291981936,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,9911,900,608.194437027,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,38498,1819,1203.41111898,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,23433,1816,3632.01892877,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,21484,1176,388.185477018,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,8211,557,817.996197939,noise,37,13
 -1+1-1+1-1+1-1+1+1+1,14788,995,386.394316912,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,11307,905,1027.29911089,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,137,22,1032.94275713,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,17673,1279,1073.31263709,noise,41,9
 -1+1-1+1-1+1-1+1+1-1,5613,425,1024.21191597,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,11229,1169,612.281248808,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,5069,229,192.570214987,noise,38,12
 -1+1-1+1-1+1-1+1+1+1,3504,292,134.767353773,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,36010,1996,1286.18102407,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,3105,323,2000.72287798,noise,46,4
 -1+1-1+1-1+1-1-1+1+1,2085,142,2116.30751681,noise,38,12
 -1+1-1+1-1+1-1-1,3,5,1633.54285097,noise,3,5
 -1+1-1+1-1+1-1+1+1+1,10565,757,732.269972086,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,37728,1637,622.360228062,noise,42,8
 -1+1-1+1-1+1-1-1+1+1,10877,822,1005.18599892,noise,35,15
 -1+1-1+1-1+1-1+1-1-1,1178,47,4191.25468802,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,11633,1072,2281.39054585,noise,37,13
 -1+1-1+1-1+1-1+1+1+1,83,15,611.311033964,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,378064,11372,897.595056057,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,23029,2139,1905.69196701,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,7210,653,620.919435978,noise,45,5
 -1+1-1+1-1+1-1-1+1+1,47007,2278,722.287423849,noise,42,8
 -1+1-1+1-1+1-1+1-1-1,17614,876,331.726495981,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,37543,1920,550.284673929,noise,25,25
 -1+1-1+1-1+1-1+1-1-1,21407,1649,673.049278975,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,1009,71,51.7638978958,noise,45,5
 -1+1-1+1-1+1-1-1+1+1,12668,995,1344.30560899,noise,36,14
 -1+1-1+1-1+1-1+1+1-1,33690,2093,609.968745947,noise,32,18
 -1+1-1+1-1+1-1+1-1+1,15537,703,150.343438148,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,20352,1393,680.864022017,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,5560,284,464.669764996,noise,41,9
 -1+1-1+1-1+1-1+1+1-1,19127,1317,619.803300858,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,378076,11371,1363.67328691,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,2219,504,213.551918983,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,9045,515,764.739975929,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,85,19,70.2776319981,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,16644,1111,759.552226067,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,28252,1779,793.198322058,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,35429,1495,1076.62093115,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,13351,813,547.161916018,noise,35,15
 -1+1-1+1-1+1-1+1+1+1,50761,2717,1195.04932499,noise,39,11
 -1+1-1+1-1+1,3,3,33.5690999031,noise,3,3
 -1+1-1+1-1+1-1+1-1-1,13021,1161,2057.54428601,noise,36,14
 -1+1-1+1-1+1-1+1+1-1,30754,1413,868.334777117,noise,40,10
 -1+1-1+1-1+1-1+1+1-1,24129,893,701.081050158,noise,41,9
 -1+1-1+1-1+1-1-1+1+1,17601,1567,565.868142128,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,29082,1872,1201.35259008,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,45,12,766.63788414,noise,42,8
 -1+1-1+1-1+1-1+1-1-1,438,33,3188.32995582,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,12283,821,323.968822002,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,98684,3997,776.862179995,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,41867,2060,602.530369043,noise,41,9
 -1+1-1+1-1+1-1+1+1-1,54653,2501,1799.32728386,noise,34,16
 -1+1-1+1-1+1-1+1+1-1,950,73,2375.86263704,noise,37,13
 -1+1-1+1-1+1-1+1+1-1,23122,1646,581.495679855,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,16378,1494,433.52788496,noise,41,9
 -1+1-1+1-1+1-1-1+1+1,57185,2176,675.631164074,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,15803,825,475.275171995,noise,31,19
 -1+1-1+1-1+1-1+1+1+1,60486,2641,1363.9102881,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,386957,12212,904.753621817,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,1567,83,93.3757281303,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,37959,1843,1257.17796993,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,23750,1195,2903.16617203,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,29355,1484,715.951868057,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,6,7,78.4946119785,noise,6,7
 -1+1-1+1-1+1-1+1+1+1,59845,2449,675.978379011,noise,46,4
 -1+1-1+1-1+1-1+1-1-1,27708,1861,1524.33362913,noise,36,14
 -1+1-1+1-1+1-1+1+1+1,687,92,220.228106976,noise,45,5
 -1+1-1+1-1+1-1-1+1+1,14850,669,2229.20517397,noise,33,17
 -1+1-1+1-1+1-1+1+1+1,23833,1308,244.733778954,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,82248,3960,613.290056944,noise,37,13
 -1+1-1+1-1+1-1+1+1-1,24240,2043,1807.71763706,noise,34,16
 -1+1-1+1-1+1-1+1+1+1,1685,133,1588.04156709,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,32112,2255,2193.60187197,noise,46,4
 -1+1-1+1-1+1-1-1+1+1,29213,1595,1186.58475399,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,604,39,18.8121011257,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,20610,1890,3339.31915402,noise,45,5
 -1+1-1+1-1+1-1+1+1-1,385569,11924,616.117524147,noise,35,15
 -1+1-1+1-1+1-1+1+1+1,21244,1520,1626.27775288,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,33669,1453,738.834597826,noise,30,20
 -1+1-1+1-1+1-1-1-1+1,94179,3865,644.166377068,noise,22,28
 -1+1-1+1-1+1-1-1+1+1,1398,81,43.5531020164,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,5429,601,1802.87808299,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,25473,1822,1218.23377085,noise,24,26
 -1+1-1+1-1+1-1+1-1+1,17648,1454,1015.393646,noise,45,5
 -1+1-1+1-1+1-1-1+1+1,2919,271,1177.69377589,noise,39,11
 -1+1-1+1-1+1-1+1+1+1,1653,112,210.280900002,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,11230,871,469.044948101,noise,27,23
 -1+1-1+1-1+1-1+1-1+1,147,16,117.851813078,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,105,10,1602.5242331,noise,46,4
 -1+1-1+1-1+1-1+1+1-1,14836,1274,1024.13687181,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,25720,1307,667.377527952,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,30263,1778,1616.39768195,noise,35,15
 -1+1-1+1-1+1-1+1+1-1,16804,1560,2306.50694084,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,33983,1480,802.365198135,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,7336,577,739.651710987,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,3386,295,988.540493965,noise,40,10
 -1+1-1+1-1+1-1-1+1+1,18890,1537,586.295336008,noise,31,19
 -1+1-1+1-1+1-1+1-1+1,17512,1257,618.869580984,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,4098,233,694.165509224,noise,30,20
 -1+1-1+1-1+1-1+1-1+1,9278,851,697.583704948,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,4107,352,1118.59607911,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,157,25,20.6152989864,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,24897,2026,707.95508194,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,30458,1869,772.59977603,noise,33,17
 -1+1-1+1-1+1-1+1-1-1,112885,4057,1010.95055413,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,9418,909,308.253487825,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,5742,618,455.95994401,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,51639,2225,555.108747005,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,46782,1984,663.858299017,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,4701,374,326.144357204,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,12,5,1287.49558306,noise,12,5
 -1+1-1+1-1+1-1+1-1+1,29276,1907,647.214255095,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,31018,2396,675.751977921,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,11118,722,630.839473963,noise,37,13
 -1+1-1+1-1+1-1+1+1+1,16374,1132,745.437958956,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,22576,978,695.78399086,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,108523,3932,832.074425936,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,36648,2496,1844.9755249,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,3675,202,1247.49360108,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,716,76,2064.76942301,noise,29,21
 -1+1-1+1-1+1-1+1-1+1,547,43,467.270584106,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,20167,1262,624.345598936,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,164,16,18.3532400131,noise,40,10
 -1+1-1+1-1+1-1+1-1-1,9766,622,864.84236002,noise,34,16
 -1+1-1+1-1+1-1+1+1+1,21646,1575,601.630210876,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,74625,2802,504.437257051,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,21589,1494,1199.64816594,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,8791,566,369.391813993,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,4175,234,174.096696138,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,17371,1728,609.571531773,noise,42,8
 -1+1-1+1-1+1-1+1-1-1,5093,479,754.778493881,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,10291,691,1742.01549888,noise,41,9
 -1+1-1+1-1+1-1-1,3,5,221.263458014,noise,3,5
 -1+1-1+1-1+1-1+1-1+1,378039,11373,636.981808901,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,9580,827,517.60249114,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,27089,1534,656.716642141,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,21849,1586,775.60492301,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,8916,693,616.289019823,noise,29,21
 -1+1-1+1-1+1-1+1+1+1,36333,1900,1451.72876811,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,9366,537,1799.67363691,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,11000,893,660.664074183,noise,39,11
 -1+1-1+1-1+1-1+1+1+1,1193,306,456.35235405,noise,34,16
 -1+1-1+1-1+1-1+1-1+1,17194,768,273.331005812,noise,39,11
 -1+1-1+1-1+1-1+1+1-1,82025,3243,1274.01183105,noise,39,11
 -1+1-1+1-1+1-1-1+1+1,27057,1732,1371.98059702,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,1141711,35396,1299.78095317,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,3789,220,312.252573013,noise,39,11
 -1+1-1+1-1+1-1+1+1+1,1792,163,268.361752987,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,27537,1072,352.802301884,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,14311,1175,620.770760059,noise,38,12
 -1+1-1+1-1+1-1+1+1+1,18,5,3624.97481298,noise,18,5
 -1+1-1+1-1+1-1+1-1+1,12068,951,2154.02034783,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,17586,1262,1045.06711102,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,2905,147,413.156122208,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,43136,2157,603.778255939,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,12933,1105,611.051544189,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,718,78,1275.28515911,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,16280,1298,1191.78676796,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,13597,1028,1072.15286493,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,21,9,1434.09963512,noise,21,9
 -1+1-1+1-1+1-1+1+1+1,29134,2023,699.464020014,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,378042,11378,957.195343971,noise,32,18
 -1+1-1+1-1+1-1+1+1+1,30360,1936,1877.74904799,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,20621,889,698.338106155,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,28559,2201,345.094792128,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,16300,864,1169.59329796,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,296,46,616.975641012,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,22744,1485,695.426625013,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,32565,1277,730.357114792,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,609,83,702.089934111,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,33370,2068,683.335617065,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,12010,1082,464.165680885,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,20510,1080,2461.3054781,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,15464,1062,567.888392925,noise,29,21
 -1+1-1+1-1+1-1+1-1+1,19487,1416,742.380347013,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,6428,644,779.989567041,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,20868,907,747.241356134,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,14339,1077,634.740833044,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,12385,917,904.744340897,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,27080,1181,1290.31939697,noise,45,5
 -1+1-1+1-1+1-1+1+1-1,16070,1277,619.89932394,noise,31,19
 -1+1-1+1-1+1-1+1-1+1,10399,892,515.288068056,noise,41,9
 -1+1-1+1-1+1-1+1+1-1,381575,11645,398.433962822,noise,32,18
 -1+1-1+1-1+1-1+1-1+1,26434,1427,589.011849165,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,38779,1881,443.102292776,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,19016,1381,641.021143913,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,9985,800,556.02748704,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,24314,1784,685.081171989,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,9055,494,197.373276949,noise,30,20
 -1+1-1+1-1+1-1+1+1+1,22945,1583,609.578781128,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,10895,539,1586.97960305,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,33376,1412,853.171325922,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,5418,571,620.47689414,noise,39,11
 -1+1-1+1-1+1-1+1-1-1,19082,1324,607.967719078,noise,33,17
 -1+1-1+1-1+1-1+1-1-1,3576,249,140.492623091,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,2559,291,248.903430939,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,10315,917,309.396634817,noise,41,9
 -1+1-1+1-1+1-1-1+1+1,17853,1491,741.689234018,noise,37,13
 -1+1-1+1-1+1-1+1+1-1,79018,3306,1800.07520914,noise,41,9
 -1+1-1+1-1+1-1-1+1-1,30050,2104,2436.77605915,noise,34,16
 -1+1-1+1-1+1-1+1-1+1,9757,989,629.162446022,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,114711,4212,656.673983097,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,50031,2150,643.870364189,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,19172,1673,2242.71469712,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,22387,1967,627.757217884,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,20127,1571,617.965382099,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,112277,4724,632.605029106,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,7349,1111,592.484415054,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,7901,588,606.177108049,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,16764,1500,678.994191885,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,26404,1760,3696.986058,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,48283,2440,613.596431971,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,11197,631,1404.15153384,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,27587,2150,3157.47975492,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,6959,789,602.335236073,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,16204,988,725.974980116,noise,44,6
 -1+1-1+1-1+1-1+1-1-1,24348,1288,661.842911959,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,144,17,428.285022974,noise,41,9
 -1+1-1+1-1+1-1-1,3,5,2167.28496909,noise,3,5
 -1+1-1+1-1+1-1+1-1+1,5609,317,346.152325869,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,35840,2445,958.336840868,noise,41,9
 -1+1-1+1-1+1-1-1,3,5,26.1953392029,noise,3,5
 -1+1-1+1-1+1-1+1+1+1,4744,414,1160.05954885,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,1178,181,1018.60533595,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,5457,338,750.120989084,noise,37,13
 -1+1-1+1-1+1-1+1-1-1,13309,1185,909.639465094,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,31880,2223,623.634332895,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,5175,259,829.404535055,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,69864,3020,1181.37084794,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,86706,3107,724.410106182,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,2658,211,613.457025051,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,64088,2769,736.075521946,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,47425,2062,1009.0361979,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,10937,959,451.259218216,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,10240,983,1814.94093204,noise,37,13
 -1+1-1+1-1+1-1+1+1-1,2832,107,2770.26204014,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,14097,666,157.157557011,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,1824,446,409.190089941,noise,30,20
 -1+1-1+1-1+1-1+1-1+1,37375,1693,2508.41341996,noise,34,16
 -1+1-1+1-1+1-1+1-1+1,183,21,919.765531063,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,11320,871,477.062758923,noise,27,23
 -1+1-1+1-1+1-1+1+1+1,3556,365,1724.59965897,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,19324,1477,2371.49079204,noise,37,13
 -1+1-1+1-1+1-1+1+1+1,8948,843,1450.18050003,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,8309,704,255.006270885,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,91716,3699,1763.9665668,noise,37,13
 -1+1-1+1-1+1-1-1+1+1,22043,1344,1037.09187007,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,15158,922,3680.80029607,noise,40,10
 -1+1-1+1-1+1-1-1,3,5,703.114377975,noise,3,5
 -1+1-1+1-1+1-1+1-1-1,1377,71,20.6245720387,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,2240,188,728.247987986,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,4875,286,608.887806892,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,6225,464,693.848163128,noise,39,11
 -1+1-1+1-1+1-1+1+1+1,571,68,620.298246861,noise,36,14
 -1+1-1+1-1+1-1+1+1+1,17819,1295,632.293187141,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,6,7,454.500479937,noise,6,7
 -1+1-1+1-1+1-1+1-1+1,61002,3444,628.139019012,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,9512,790,658.195538998,noise,41,9
 -1+1-1+1-1+1-1-1+1-1,18247,1060,608.051295996,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,36702,1709,717.927840948,noise,46,4
 -1+1-1+1-1+1-1+1-1-1,12999,1164,1107.429178,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,30529,2186,636.571258068,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,2652,228,1980.70405316,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,1424,120,1006.63653207,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,98017,3817,932.783288956,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,39613,1443,2306.08629298,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,38869,1334,610.367614985,noise,46,4
 -1+1-1+1-1+1-1-1+1+1,29702,2096,637.792151928,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,60128,2663,624.166900873,noise,38,12
 -1+1-1+1-1+1-1+1+1+1,12178,1445,666.856944084,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,24747,1665,593.734616041,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,45992,2955,622.274044037,noise,46,4
 -1+1-1+1-1+1-1-1+1+1,15206,1062,663.246951818,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,14237,703,624.923096895,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,5093,529,619.297479868,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,1168,107,1624.66513491,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,8,6,1867.69355106,noise,8,6
 -1+1-1+1-1+1-1+1-1+1,24372,1830,768.572760105,noise,30,20
 -1+1-1+1-1+1-1+1+1+1,5081,249,845.001679182,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,6411,640,1681.2706399,noise,37,13
 -1+1-1+1-1+1-1-1,3,5,29.4311180115,noise,3,5
 -1+1-1+1-1+1-1+1-1+1,147,16,19.1127300262,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,3585,198,2049.05567408,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,1996,167,502.327630043,noise,45,5
 -1+1-1+1-1+1-1-1+1+1,76,10,238.332313061,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,44806,2177,614.353691101,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,49694,2862,675.662261009,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,1785,148,39.1093080044,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,82036,3224,664.858412981,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,8776,459,444.128146887,noise,39,11
 -1+1-1+1-1+1-1-1+1+1,29668,2332,498.695035934,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,183,12,233.925505161,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,48404,2083,791.833597898,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,7549,819,659.871922016,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,21011,1408,913.236223936,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,17377,1417,613.002673149,noise,34,16
 -1+1-1+1-1+1-1+1+1+1,13226,924,1794.74851608,noise,43,7
 -1+1-1+1-1+1-1+1-1-1,25410,1448,490.388020992,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,21333,1615,1841.77174401,noise,34,16
 -1+1-1+1-1+1-1+1+1+1,23296,1450,651.80132699,noise,40,10
 -1+1-1+1-1+1-1+1,4,4,6.80532503128,noise,4,4
 -1+1-1+1-1+1-1+1+1+1,245,39,461.281511068,noise,46,4
 -1+1-1+1-1+1-1+1-1-1,1583,104,132.849402905,noise,34,16
 -1+1-1+1-1+1-1-1+1+1,55135,2566,586.846606016,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,9686,790,1767.25192022,noise,31,19
 -1+1-1+1-1+1-1+1-1+1,29133,1731,613.015377998,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,99621,4127,2444.20683813,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,64758,2822,764.062334061,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,7311,633,1311.63614798,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,651,91,1000.6318202,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,32471,2228,1751.89832997,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,4068,323,436.361063004,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,17490,990,2714.27713513,noise,39,11
 -1+1-1+1-1+1-1+1+1+1,15296,1236,1072.78335714,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,16990,1512,764.414919853,noise,41,9
 -1+1-1+1-1+1-1-1+1+1,19994,1317,618.416630983,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,15930,1367,465.631452084,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,50466,2685,1259.94997215,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,5424,517,387.543557882,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,16873,1614,626.611521006,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,13047,1154,728.115417004,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,31633,1974,797.645891905,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,53378,2526,2370.18544984,noise,30,20
