@RELATION hs

@ATTRIBUTE sequence     string
@ATTRIBUTE incoming     NUMERIC
@ATTRIBUTE outgoing     NUMERIC
@ATTRIBUTE lifetime     NUMERIC
@ATTRIBUTE class        {HS-RP,Client-RP,noise}
@ATTRIBUTE inc_50     NUMERIC
@ATTRIBUTE out_50     NUMERIC
@DATA
 -1+1-1+1-1+1-1+1-1+1,3380,195,1280.58849597,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,14943,1562,1314.73368192,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,11096,982,605.401936054,noise,37,13
 -1+1-1+1-1+1-1+1-1-1,14966,1273,1198.27640104,noise,35,15
 -1+1-1+1-1+1-1+1+1+1,993,149,1601.879529,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,21123,1254,1127.25176597,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,20583,1000,852.775279999,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,10147,1025,2452.61559319,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,16245,1186,643.504828215,noise,38,12
 -1+1-1+1-1+1-1+1+1+1,21,7,702.014216185,noise,21,7
 -1+1-1+1-1+1-1+1+1+1,4231,175,1220.43180299,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,17457,1267,494.804687023,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,20302,1495,770.839365959,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,16785,1486,628.623353958,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,7328,982,1203.87827611,noise,29,21
 -1+1-1+1-1+1-1+1-1+1,28949,1633,1214.99961686,noise,44,6
 -1+1-1+1-1+1-1+1-1-1,5986,424,200.608135939,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,4395,320,848.895443916,noise,41,9
 -1+1-1+1-1+1-1-1+1+1,58906,2843,636.930698872,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,32839,2284,533.128031015,noise,30,20
 -1+1-1+1-1+1-1+1+1+1,962,93,986.523414135,noise,45,5
 -1+1-1+1-1+1-1-1+1+1,8741,800,701.046575069,noise,38,12
 -1+1-1+1-1+1-1+1-1-1,27772,1940,604.123255968,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,10160,695,143.013674974,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,6497,628,649.937994957,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,29009,1523,1124.42409801,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,19208,1222,737.18985796,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,1410,135,4168.59403992,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,22935,1323,732.891474009,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,36112,2118,852.395998955,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,13220,903,1925.58902192,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,12664,943,657.379621029,noise,29,21
 -1+1-1+1-1+1-1+1-1+1,58487,2878,630.780847073,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,11522,875,1209.26414609,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,21757,1053,631.629137039,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,3864,314,1160.82676888,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,5686,630,507.932141066,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,11986,529,2718.7202251,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,10074,845,1208.88274312,noise,31,19
 -1+1-1+1-1+1-1+1-1+1,42856,2065,627.750452042,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,18123,1171,787.243957996,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,22352,1409,1035.29843688,noise,46,4
 -1+1-1+1-1+1-1+1-1-1,124781,4869,3908.64071202,noise,31,19
 -1+1-1+1-1+1-1+1+1+1,25584,1359,680.438324928,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,53343,2921,1126.11405802,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,13738,1276,1858.77288914,noise,39,11
 -1+1-1+1-1+1-1-1+1+1,7908,352,332.746478796,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,26033,1289,1144.68283296,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,37273,1310,444.221509933,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,33037,1332,397.504023075,noise,30,20
 -1+1-1+1-1+1-1+1-1+1,2429,201,618.081992149,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,8091,1023,347.757197857,noise,28,22
 -1+1-1+1-1+1-1+1-1+1,19918,824,262.211117983,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,11859,1027,605.68074894,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,56346,2614,1136.76793098,noise,45,5
 -1+1-1+1-1+1-1+1+1-1,44076,2096,1259.79552102,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,5370,555,219.482695103,noise,36,14
 -1+1-1+1-1+1-1+1+1+1,43930,2493,647.880060911,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,16504,1735,1201.23892403,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,917279,28474,879.673969984,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,4010,226,1617.13495612,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,10079,721,610.135235071,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,15311,1421,809.555725813,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,9553,818,444.23342514,noise,33,17
 -1+1-1+1-1+1-1+1+1+1,5418,395,1470.63524079,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,17497,2110,786.68830204,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,21591,1651,710.50585103,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,66615,2868,537.02024889,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,2407,148,108.475512981,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,29592,1593,628.852472067,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,14344,733,203.648887873,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,15322,817,371.197599173,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,7260,774,915.864450932,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,10907,565,619.919533968,noise,41,9
 -1+1-1+1-1+1-1-1+1+1,37065,1707,1194.54645896,noise,39,11
 -1+1-1+1-1+1-1-1+1+1,33070,1323,538.594819069,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,4824,397,1229.72076488,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,915815,28354,1119.39418221,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,6325,375,1066.26186204,noise,46,4
 -1+1-1+1-1+1-1-1+1+1,2878,163,792.427335024,noise,36,14
 -1+1-1+1-1+1-1-1+1+1,17825,1167,2601.85406113,noise,43,7
 -1+1-1+1-1+1-1+1-1-1,8181,610,802.653739929,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,5441,227,129.221198082,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,21023,1467,617.76978898,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,4343,249,119.962409973,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,16848,1111,861.573799849,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,2777,260,2495.8610971,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,1017,99,744.713828087,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,106,9,7.53832888603,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,878,104,2153.14005899,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,56162,2682,686.125112057,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,11041,919,722.559581995,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,33880,1956,947.450606823,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,27598,1604,903.298643112,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,28600,2225,1197.80496693,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,5337,511,1392.88701797,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,15496,1319,1471.71764708,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,406,34,47.4961409569,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,2392,205,3557.3862381,noise,32,18
 -1+1-1+1-1+1-1+1-1-1,12222,1231,722.391638041,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,7433,509,210.73327589,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,24149,1290,1952.75028682,noise,38,12
 -1+1-1+1-1+1-1-1+1+1,11692,1056,915.677197933,noise,30,20
 -1+1-1+1-1+1-1+1-1-1,68449,3377,1204.16848111,noise,34,16
 -1+1-1+1-1+1-1+1+1+1,52458,2719,1818.6384871,noise,37,13
 -1+1-1+1-1+1-1+1-1-1,17770,1130,302.624664068,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,3183,206,595.901603937,noise,39,11
 -1+1-1+1-1+1-1+1+1-1,19450,1667,1159.18399692,noise,38,12
 -1+1-1+1-1+1-1+1+1+1,21779,1869,1807.88479304,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,3352,185,1760.15461612,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,19724,1398,634.730149984,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,9368,511,346.108105898,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,12995,864,663.17786479,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,18502,937,866.238687038,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,17885,1195,1879.38116789,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,6452,686,539.771896124,noise,35,15
 -1+1-1+1-1+1-1+1-1-1,16972,884,3914.69029713,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,19558,911,1189.17944288,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,10570,611,2421.45398998,noise,37,13
 -1+1-1+1-1+1-1+1+1+1,6339,507,606.190330982,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,3779,191,430.022795916,noise,41,9
 -1+1-1+1-1+1-1+1+1-1,6104,725,288.442939043,noise,31,19
 -1+1-1+1-1+1-1+1-1+1,21486,1376,621.10671401,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,30150,2395,1220.02350807,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,2430,282,1256.64807606,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,21496,942,1506.94981313,noise,41,9
 -1+1-1+1-1+1-1-1+1+1,82233,3557,642.33661294,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,1889,87,114.904223919,noise,35,15
 -1+1-1+1-1+1-1-1-1+1,38841,2460,1997.27223682,noise,31,19
 -1+1-1+1-1+1-1-1+1+1,57,46,24.9327459335,noise,27,23
 -1+1-1+1-1+1-1+1+1+1,9615,1120,580.996993065,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,14958,1487,1267.63888884,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,18010,1621,2563.85620379,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,7814,692,759.752033949,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,36883,1727,1925.25388098,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,8888,499,1707.02358794,noise,46,4
 -1+1-1+1-1+1-1+1-1-1,42410,2271,604.055781126,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,8,9,68.1581978798,noise,8,9
 -1+1-1+1-1+1-1+1+1+1,10376,985,736.323627949,noise,46,4
 -1+1-1+1-1+1-1-1+1+1,11240,906,654.900511026,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,46373,2095,756.885126114,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,27557,1101,1313.69004297,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,10350,861,690.197418928,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,11739,885,585.827636957,noise,27,23
 -1+1-1+1-1+1-1+1+1+1,30668,1829,1039.515728,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,1420,133,4113.18427896,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,5154,448,181.323153973,noise,38,12
 -1+1-1+1-1+1-1+1+1+1,1289,146,768.182203054,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,15438,920,602.346405029,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,6,8,49.1294469833,noise,6,8
 -1+1-1+1-1+1-1-1+1+1,18134,1252,598.25180006,noise,43,7
 -1+1-1+1-1+1-1-1+1+1,47373,2426,1219.55596089,noise,42,8
 -1+1-1+1-1+1-1+1+1-1,23167,1900,1192.98642182,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,12811,1081,1184.74555206,noise,37,13
 -1+1-1+1-1+1-1+1+1+1,2283,213,122.132687092,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,7333,586,1692.75085783,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,5169,258,1091.56577706,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,19957,1342,640.179742098,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,22318,1842,1201.33738899,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,695,79,594.239849091,noise,38,12
 -1+1-1+1-1+1-1+1+1+1,7473,711,3923.12318206,noise,39,11
 -1+1-1+1-1+1-1-1+1+1,6103,465,118.756767988,noise,38,12
 -1+1-1+1-1+1-1+1+1-1,12153,770,556.9871099,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,863,61,37.420165062,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,27756,1928,612.559328794,noise,44,6
 -1+1-1+1-1+1-1+1+1+1,15966,1599,414.056497097,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,6823,600,3528.59649992,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,17501,1549,618.495981216,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,2693,252,200.047451019,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,35085,2082,765.593438864,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,9251,758,2024.47386408,noise,41,9
 -1+1-1+1-1+1-1-1+1+1,16637,1083,1891.85350513,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,9033,825,918.691050053,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,2905,208,105.358458996,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,43407,1722,626.864066124,noise,46,4
 -1+1-1+1-1+1-1+1-1-1,22170,1509,714.965523958,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,17220,1069,3549.18366599,noise,39,11
 -1+1-1+1-1+1-1+1+1+1,10647,744,588.290730953,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,13794,1171,799.047705889,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,534,43,76.6019999981,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,8051,596,606.697481871,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,17720,1856,812.61151886,noise,31,19
 -1+1-1+1-1+1-1+1-1+1,475,59,393.096289873,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,10263,812,442.719043016,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,149,16,275.520469904,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,5921,539,1062.82800007,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,9825,596,1135.67221498,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,10569,469,743.916569948,noise,37,13
 -1+1-1+1-1+1-1+1-1-1,12665,1268,905.554298878,noise,36,14
 -1+1-1+1-1+1-1+1+1+1,33626,2024,1446.41051292,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,153,44,78.0469789505,noise,39,11
 -1+1-1+1-1+1-1+1+1+1,16437,1005,383.135017872,noise,40,10
 -1+1-1+1-1+1-1-1+1+1,3630,240,220.952327013,noise,29,21
 -1+1-1+1-1+1-1+1-1+1,19,18,1222.76325893,noise,19,18
 -1+1-1+1-1+1-1+1-1+1,16382,1305,863.060878992,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,39369,2698,664.538976908,noise,37,13
 -1+1-1+1-1+1-1+1+1+1,107,18,1693.44884801,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,61399,2565,1661.02921319,noise,31,19
 -1+1-1+1-1+1-1+1-1+1,7494,578,432.044732094,noise,27,23
 -1+1-1+1-1+1-1+1+1+1,71020,2639,1541.11010313,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,11934,719,371.888496876,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,2989,173,859.641038895,noise,46,4
 -1+1-1+1-1+1-1-1+1+1,335,33,1878.45212889,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,6471,372,670.219568014,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,36176,2293,611.520128965,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,389,156,2078.30794311,noise,30,20
 -1+1-1+1-1+1-1+1-1+1,23306,1386,2318.14314508,noise,34,16
 -1+1-1+1-1+1-1+1+1+1,10902,656,632.842787027,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,830,132,682.525388956,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,76306,3647,1303.18312383,noise,36,14
 -1+1-1+1-1+1-1+1-1-1,40842,2146,1587.37540984,noise,31,19
 -1+1-1+1-1+1-1+1+1+1,808,85,2142.60457301,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,26025,1576,651.3492589,noise,44,6
 -1+1-1+1-1+1-1+1+1+1,19346,1790,986.946683884,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,56256,2096,721.673358917,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,11289,783,833.569491148,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,8098,611,1145.40562916,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,14691,1180,634.983249187,noise,32,18
 -1+1-1+1-1+1-1+1-1+1,15712,783,418.124972105,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,61502,1958,1057.788239,noise,43,7
 -1+1-1+1-1+1-1-1+1+1,6000,582,838.59424901,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,28,7,2428.79716396,noise,28,7
 -1+1-1+1-1+1-1+1+1+1,19070,1335,708.067692995,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,13653,863,645.863768816,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,20046,1399,973.346798897,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,221,24,589.57871604,noise,41,9
 -1+1-1+1-1+1-1+1+1-1,19610,1883,655.78730917,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,5193,229,38.6182460785,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,8279,772,711.704425097,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,33871,1658,1200.59688902,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,20014,1245,690.59524703,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,799,87,220.376914978,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,13384,1026,352.182932138,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,29880,1510,617.616440058,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,20969,1831,1510.82510996,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,18309,1178,730.393200874,noise,39,11
 -1+1-1+1-1+1-1+1+1+1,15757,999,2111.46531606,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,270,24,218.473885775,noise,44,6
 -1+1-1+1-1+1-1-1+1,4,5,34.4605031013,noise,4,5
 -1+1-1+1-1+1-1+1-1+1,5509,608,623.549587011,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,1015,56,84.965749979,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,8305,874,1619.02992201,noise,26,24
 -1+1-1+1-1+1-1+1-1+1,5225,515,2026.24969411,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,44757,2240,2692.61031294,noise,38,12
 -1+1-1+1-1+1-1+1-1-1,15250,696,134.353346109,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,1449,67,23.8344779015,noise,39,11
 -1+1-1+1-1+1-1-1+1-1,13459,1382,605.360388041,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,5653,531,1542.19123197,noise,35,15
 -1+1-1+1-1+1-1-1+1-1,24530,1384,2131.4968791,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,16198,975,1464.725739,noise,41,9
 -1+1-1+1-1+1-1+1+1-1,97,21,2408.13913798,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,236,16,1297.17124104,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,5593,339,967.228121996,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,21957,1503,1502.745749,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,2303,242,112.471440077,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,22122,1962,653.64509201,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,10887,1109,1210.5113709,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,51359,2604,1560.13295102,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,49812,2183,711.901612997,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,5325,350,687.943979979,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,16174,1700,2434.75236797,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,3801,445,1457.39522815,noise,37,13
 -1+1-1+1-1+1-1+1-1-1,34709,2367,984.411361933,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,4017,293,320.415776014,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,31917,2144,574.821011066,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,1779,105,1375.1950841,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,4377,366,2431.52836609,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,18644,1508,861.697168112,noise,39,11
 -1+1-1+1-1+1-1+1+1+1,2849,277,929.881911039,noise,41,9
 -1+1-1+1-1+1-1-1+1+1,7534,588,3952.2090919,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,15607,1116,1530.94706893,noise,36,14
 -1+1-1+1-1+1-1+1+1+1,26458,1734,705.967410088,noise,35,15
 -1+1-1+1-1+1-1+1-1-1,24307,1697,611.374091148,noise,39,11
 -1+1-1+1-1+1-1+1+1-1,1696,455,751.039831161,noise,32,18
 -1+1-1+1-1+1-1+1+1+1,22731,1534,999.534477949,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,27960,2346,780.867258072,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,111006,4376,661.781377077,noise,36,14
 -1+1-1+1-1+1-1-1+1+1,371,46,206.092238903,noise,38,12
 -1+1-1+1-1+1-1+1+1+1,20842,1396,3177.20039415,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,21126,1763,1220.42027283,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,26647,1266,279.998889923,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,40508,2396,603.406075001,noise,44,6
 -1+1-1+1-1+1-1+1+1-1,31,20,515.573065996,noise,31,19
 -1+1-1+1-1+1-1+1-1+1,1503,110,122.219778061,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,19494,1471,729.339336872,noise,34,16
 -1+1-1+1-1+1-1+1-1+1,25562,1767,804.651247978,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,1295,149,1269.32020187,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,3915,306,554.728003979,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,11445,971,1096.51409006,noise,38,12
 -1+1-1+1-1+1-1+1+1+1,24472,1538,2404.57653999,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,12,13,115.283072948,noise,12,13
 -1+1-1+1-1+1-1+1-1+1,15638,1270,665.438101053,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,14813,844,2365.37176991,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,7888,617,504.837524891,noise,27,23
 -1+1-1+1-1+1-1+1-1-1,19443,1792,710.681018829,noise,25,25
 -1+1-1+1-1+1-1+1+1+1,261,28,679.165194035,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,18351,946,1388.37550497,noise,34,16
 -1+1-1+1-1+1-1+1-1-1,40564,1732,306.907005072,noise,36,14
 -1+1-1+1-1+1-1+1-1-1,14564,965,1189.53461599,noise,32,18
 -1+1-1+1-1+1-1+1+1+1,16559,798,617.34762907,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,2376,122,170.218037844,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,21812,1812,3913.96833992,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,39,5,1245.30591989,noise,39,5
 -1+1-1+1-1+1-1+1-1+1,10207,683,1002.17420506,noise,45,5
 -1+1-1+1-1+1-1-1+1+1,18679,818,602.745229006,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,8712,735,683.701678991,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,26820,1579,605.331140041,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,96744,3775,839.14823699,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,14301,1633,829.695206881,noise,41,9
 -1+1-1+1-1+1-1-1+1+1,36092,2182,611.773590088,noise,26,24
 -1+1-1+1-1+1-1+1+1+1,21917,1863,1487.73947597,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,33823,2177,2706.0813818,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,3573,308,2157.06721997,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,6563,644,1204.644979,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,609,76,1517.14709783,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,15604,907,1920.49820399,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,18941,1151,1514.35074997,noise,45,5
 -1+1-1+1-1+1-1-1+1+1,26365,1449,1236.96255708,noise,34,16
 -1+1-1+1-1+1-1+1-1+1,2055,178,1687.33666801,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,20767,1545,930.569053888,noise,46,4
 -1+1-1+1-1+1-1+1-1-1,10927,777,3053.80442882,noise,36,14
 -1+1-1+1-1+1-1+1+1+1,2845,356,614.171339035,noise,36,14
 -1+1-1+1-1+1-1-1+1+1,29971,2303,603.118325949,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,26921,1507,1916.96870899,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,769,102,1954.44481182,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,377972,11370,741.340847015,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,5441,736,1037.31880999,noise,25,25
 -1+1-1+1-1+1-1+1+1+1,60096,2701,689.446938992,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,9575,592,646.077522993,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,20013,1388,683.815744162,noise,41,9
 -1+1-1+1-1+1-1-1+1+1,51113,2435,656.000830889,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,15756,2184,747.38447094,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,64709,3245,2830.8199811,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,4253,235,2624.97964406,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,16209,1328,624.889922142,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,26434,1378,609.182580948,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,4333,387,495.120141029,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,6246,401,169.829212904,noise,41,9
 -1+1-1+1-1+1-1-1,3,5,19.3037919998,noise,3,5
